Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),71,103660575145.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),72,103771911373.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),73,103687290677.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),74,103651322994.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),75,103719298044.49
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),76,103714304108.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),77,103779986127.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),78,103757636527.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),79,103785331723.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),80,103856749562.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),81,103767569435.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),82,103793630048.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),83,103750239495.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),84,103716529253.65
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),85,103684835181.25
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),86,103638363020.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),87,103714982420.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),88,103673232464.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),89,103678641351.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),90,103697743271.17
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),91,103677190554.20
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),92,103749562349.15
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),93,103814330774.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),94,103725959719.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),95,103705113638.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),96,103747810171.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),97,103698140173.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),98,103756936277.31
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),99,103728150096.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),100,103673079637.04
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),101,103744800652.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),102,103582368097.98
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),103,103819069626.09
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),104,103817802918.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),105,103669085664.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),106,103772091697.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),107,103660563003.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),108,103773135175.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),109,103757860376.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),110,103671143232.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),111,103686120982.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),112,103658201187.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),113,103621753293.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),114,103536088033.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),115,103854950429.52
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),116,103706178868.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),117,103708571097.79
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),118,103770235905.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),119,103754089172.34
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),120,103703780978.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),121,103787522812.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),122,103803360164.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),123,103696991695.33
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),124,103685787906.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),125,103630181550.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),126,103655407169.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),127,103604639762.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),128,103652289503.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),129,103792050991.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),130,103783433263.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),131,103712735957.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),132,103630531076.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),133,103723816919.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),134,103724059075.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),135,103706851414.54
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),136,103672978760.36
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),137,103783612162.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),138,103701208986.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),139,103540360705.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),140,103769816319.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),141,103773113579.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),142,103849405298.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),143,103774999982.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),144,103721101663.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),145,103690390014.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),146,103777993751.38
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),147,103645645416.82
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),148,103809018249.67
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),149,103616883406.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),150,103674820909.76
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),151,103631813115.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),152,103825564245.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),153,103822781315.46
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),154,103657053204.65
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),155,103743989771.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),156,103734448176.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),157,103773057822.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),158,103635410711.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),159,103820291300.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),160,103745369873.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),161,103670696569.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),162,103648567435.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),163,103654831684.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),164,103521066254.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),165,103714592761.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),166,103766914576.62
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),167,103763392260.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),168,103727028564.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),169,103681153388.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),170,103802323086.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),171,103664017416.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),172,103648824409.37
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),173,103702566375.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),174,103767938508.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),175,103735624256.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),176,103705084018.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),177,103782804565.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),178,103638584951.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),179,103781113253.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),180,103766046260.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),181,103621657606.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),182,103741404148.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),183,103641109159.02
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),184,103778795957.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),185,103658089832.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),186,103647887378.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),187,103752160733.05
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),188,103715509166.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),189,103741005962.62
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),190,103740708607.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),191,103614965940.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),192,103772812141.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),193,103562906715.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),194,103685100125.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),195,103698723497.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),196,103729333223.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),197,103805172881.07
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),198,103762769289.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),199,103756467881.09
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),200,103775707521.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),201,103757963854.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),202,103726273832.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),203,103641994687.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),204,103709019657.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),205,103718406622.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),206,103734437457.49
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),207,103743876578.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),208,103733783423.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),209,103673535487.16
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),210,103711102814.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),211,103814303910.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),212,103812130295.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),213,103743240999.15
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),214,103729040299.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),215,103772886975.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),216,103714718151.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),217,103725128909.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),218,103703424930.52
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),219,103720562873.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),220,103748714057.62
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),221,103757429355.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),222,103628063985.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),223,103798626346.89
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),224,103698210085.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),225,103728483131.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),226,103654208010.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),227,103555659751.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),228,103593696578.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),229,103706635837.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),230,103603369927.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),231,103782160636.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),232,103684625298.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),233,103740404596.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),234,103708990285.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),235,103798403079.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),236,103880149810.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),237,103696915521.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),238,103798283984.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),239,103618011472.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),240,103637709176.20
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),241,103789284739.34
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),242,103784098619.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),243,103607264500.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),244,103754857462.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),245,103609196515.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),246,103757916378.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),247,103617848292.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),248,103717346513.37
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),249,103723856044.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),250,103771201885.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),251,103820912250.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),252,103712095813.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),253,103743347556.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),254,103670751577.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),255,103676133304.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),256,103755622156.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),257,103767377209.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),258,103724872892.03
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),259,103742888557.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),260,103760815906.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),261,103853824583.07
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),262,103753801936.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),263,103661334360.36
