Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),145,370.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),146,368.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),147,369.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),148,371.41
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),149,368.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),150,371.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),151,371.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),152,369.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),153,370.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),154,369.96
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),155,370.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),156,370.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),157,369.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),158,369.91
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),159,369.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),160,371.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),161,369.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),162,371.02
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),163,369.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),164,370.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),165,370.49
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),166,371.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),167,370.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),168,370.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),169,368.90
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),170,371.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),171,370.56
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),172,369.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),173,370.64
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),174,370.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),175,371.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),176,371.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),177,370.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),178,369.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),179,370.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),180,369.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),181,368.20
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),182,370.02
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),183,369.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),184,371.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),185,370.97
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),186,369.24
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),187,369.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),188,370.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),189,370.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),190,367.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),191,369.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),192,370.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),193,369.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),194,369.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),195,371.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),196,369.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),197,371.33
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),198,369.71
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),199,368.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),200,370.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),201,372.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),202,371.43
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),203,368.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),204,369.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),205,369.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),206,371.32
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),207,369.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),208,370.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),209,371.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),210,370.26
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),211,367.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),212,369.98
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),213,369.97
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),214,371.78
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),215,370.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),216,367.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),217,371.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),218,372.20
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),219,369.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),220,369.43
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),221,369.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),222,370.31
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),223,370.90
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),224,371.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),225,370.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),226,371.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),227,368.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),228,370.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),229,371.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),230,367.64
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),231,370.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),232,369.20
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),233,368.60
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),234,370.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),235,371.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),236,368.77
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),237,370.32
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),238,369.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),239,369.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),240,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),241,370.96
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),242,372.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),243,369.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),244,371.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),245,369.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),246,369.41
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),247,371.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),248,369.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),249,368.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),250,370.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),251,371.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),252,369.90
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),253,371.39
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),254,369.64
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),255,369.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),256,368.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),257,369.42
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),258,370.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),259,371.60
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),260,370.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),261,372.06
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),262,370.31
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),263,371.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),264,370.78
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),265,369.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),266,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),267,368.90
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),268,368.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),269,369.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),270,371.33
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),271,370.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),272,372.40
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),273,370.98
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),274,370.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),275,371.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),276,372.78
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),277,369.49
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),278,370.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),279,370.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),280,370.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),281,368.56
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),282,370.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),283,370.26
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),284,367.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),285,367.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),286,369.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),287,371.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),288,371.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),289,371.02
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),290,371.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),291,371.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),292,368.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),293,372.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),294,370.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),295,369.39
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),296,371.60
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),297,370.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),298,368.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),299,369.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),300,370.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),301,371.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),302,369.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),303,369.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),304,369.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),305,370.97
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),306,370.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),307,368.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),308,371.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),309,371.60
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),310,371.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),311,368.31
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),312,370.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),313,371.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),314,370.46
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),315,369.39
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),316,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),317,369.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),318,370.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),319,370.60
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),320,370.83
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),321,370.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),322,369.74
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),323,371.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),324,369.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),325,368.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),326,372.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),327,369.33
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),328,369.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),329,372.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),330,370.46
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),331,370.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),332,369.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),333,368.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),334,369.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),335,369.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),336,369.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),337,369.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),338,370.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),339,370.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),340,373.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),341,368.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),342,370.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),343,370.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),344,370.78
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),345,371.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),346,369.31
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),347,369.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),348,369.71
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),349,370.74
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),350,367.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),351,371.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),352,369.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),353,369.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),354,370.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),355,370.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),356,369.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),357,371.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),358,370.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),359,368.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),360,369.83
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),361,370.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),362,369.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),363,370.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),364,371.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),365,371.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),366,372.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),367,369.90
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),368,372.40
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),369,370.26
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),370,370.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),371,371.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),372,369.25
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),373,369.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),374,370.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),375,370.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),376,369.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),377,370.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),378,372.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),379,370.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),380,369.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),381,371.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),382,370.32
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),383,370.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),384,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),385,370.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),386,371.96
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),387,371.20
